認証番号,店名,住所,更新日,townid,geo3x3
0805,割烹旅館 かねまつ,福井県小浜市湊8-13-3,2021-08-02,E9138443881,E9138443877126
0806,台湾料理 萬来,福井県敦賀市三島町1-16-36,2021-08-02,E91384677231,E9138467722516
0807,焼肉 野路,福井県吉田郡永平寺町松岡葵1-75-5,2021-08-02,E91388171118,E9138817111818
0808,カラオケ喫茶 ぽんぽん,福井県福井市下荒井町18-14,2021-08-02,E913873536,E9138735367258
0811,海鮮・肉料理 ぴーぷ留,福井県鯖江市丸山町2-1-26,2021-08-02,E9138732832,E9138732831339
0812,椿屋,福井県福井市二の宮3-26-19,2021-08-02,E9138736775,E9138735996434
0817,茶里夢,福井県敦賀市若葉町1-1531 ,2021-08-02,E9138467441,E9138467441452
0818,服部,福井県勝山市鹿谷町保田97-23,2021-08-02,E913881592,E9138816718895
0820,煉瓦館,福井県福井市順化1-12-12 シャングリラビル3F,2021-08-02,E9138736711,E9138736711666
0823,お好み焼き・鉄板焼 田ご,福井県福井市米松1-16-32,2021-08-02,E9138736733,E9138736811712
0824,九龍,福井県坂井市丸岡町御幸1-31-5,2021-08-02,E91387398661,E9138739866592
0827,スナック ひまわり,福井県福井市学園2-1-23,2021-08-02,E91387359281,E9138735928557
0828,味ごよみ 晴天,福井県福井市成和2-1113-2,2021-08-02,E9138736572,E9138736576144
0829,そば処 まつや,福井県勝山市平泉寺町平泉寺65-7,2021-08-02,E91388245,E9138816637671
0830,スナック EVE,福井県越前市桂町3-16,2021-08-02,E91384988186,E9138498818387
0831,千舟,福井県坂井市三国町安島64-1,2021-08-02,E913876242,E9138761962317
0833,鉄板味芸 もぐら,福井県越前市家久町58-11-1,2021-08-02,E9138732224,E9138732215425
0836,お食事茶屋 やまよし,福井県福井市西谷1-1702,2021-08-02,E9138735631,E9138735397999
0839,cafe ゆいまーる,福井県越前市岩本町6-2-3,2021-08-02,E9138499842,E9138499841638
0840,桜すし 二の宮店,福井県福井市二の宮3-1-22,2021-08-02,E9138736775,E9138735996434
0841,とよしま焼肉,福井県福井市豊島1-6-14,2021-08-02,E9138736476,E9138736476226
0842,韓国市場 力,福井県敦賀市若葉町1-1531 日本海さかな街内,2021-08-02,E9138467441,E9138467441427
0844,お好みハウス セレネ・帛,福井県鯖江市日の出町1-18,2021-08-02,E9138732344,E9138732347318
0845,(有) 豊莱園,福井県越前市千福町220,2021-08-02,E9138498468,E9138498492659
0846,cher（シエル）,福井県福井市日光2-1-8 日光レジデンス1F,2021-08-02,E9138735952,E9138735929477
0847,コミック,福井県大野市大和町4-20,2021-08-02,E91388138161,E9138813816219
0849,さのや,福井県福井市徳光町34-48,2021-08-02,E9138736212,E9138733878483
0851,ナガタカフェ,福井県小浜市小浜香取14,2021-08-02,E91384437255,E9138443725568
0852,Green Haibe Café,福井県福井市大和田1-402,2021-08-02,E9138739213,E9138739216215
0853,季節料理 海幸,福井県坂井市三国町三国東3-12-21,2021-08-02,E913876242,E9138762542219
0854,居酒屋 きんた,福井県三方上中郡若狭町熊登野38-13-1,2021-08-02,E9138452797,E9138452798731
0856,アメリカンレストラン イーワイズ,福井県福井市大和田2丁目518,2021-08-02,E9138739219,E9138739219121
0857,たからや,福井県福井市新田塚1丁目25-1,2021-08-02,E9138738331,E9138735998495
0858,博多若鳥,福井県福井市渕4-1107,2021-08-02,E9138735563,E9138735563416
0859,おいで康,福井県福井市堀ノ宮1-325,2021-08-02,E9138735957,E9138735981129
0860,焼肉 ぎんじ,福井県福井市米松1丁目15-28,2021-08-02,E9138736733,E9138736814173
0861,あばん亭,福井県小浜市本保23-26,2021-08-02,E913845177,E9138451772896
0862,カフェ・ボワ,福井県大飯郡高浜町和田168-20-1,2021-08-02,E913844173,E9138441733382
0864,KYU CAFÉ  ,福井県福井市開発2-710 野坂ビル1F,2021-08-02,E9138736769,E9138736766498
0865,手づくりおにぎり 口喜,福井県越前市中央1-7-14,2021-08-02,E91384987338,E9138498732935
0866,韓国厨房 セナラ,福井県福井市開発3-2509,2021-08-02,E9138736847,E9138736871359
0867,コミュニティーリゾート リライム 2階 しのぶえ,福井県福井市開発5丁目1207番地,2021-08-02,E9138736874,E9138736875488
0868,お多福食堂,福井県越前市庄町21-5-3,2021-08-02,E913849892,E9138498928112
0882,熟成かつ 天膳 板垣店,福井県福井市木田2-2106,2021-08-02,E9138736451,E9138736451422
0884,インド ネパール キッチン SHIVA,福井県福井市学園2丁目10-16,2021-08-02,E91387359281,E9138735927645
0885,タルティーナ,福井県福井市高木中央1-2807,2021-08-02,E9138739123,E9138736794984
0886,モモンガコーヒー,福井県大野市元町8-17,2021-08-02,E9138813814,E9138813814317
0888,Lounge Lily,福井県福井市八重巻町306番地1 102号,2021-08-02,E9138739149,E9138739179125
0889,こはく,福井県坂井市三国町安島64-1-43,2021-08-02,E913876242,E9138761938976
0890,光夏,福井県福井市二の宮3-35-12,2021-08-02,E9138736775,E9138735996434
0891,桜花亭,福井県小浜市四谷町6-1,2021-08-02,E91384438412,E9138443841356
0892,GATTA NERA,福井県鯖江市幸町2-5-23,2021-08-02,E9138732595,E9138732594637
0893,大久保茶屋はなれ ごはんカフェ 森の音,福井県福井市足羽上町147-2,2021-08-02,E9138735691,E9138735692847
0895,居酒屋 みーちゃん,福井県鯖江市有定町2-4-29 有定ビル102,2021-08-02,E9138732283,E9138732283238
0896,ロイハパンケーキハウス 大和田,福井県福井市大和田2-202 opm102,2021-08-02,E9138739219,E9138739215954
0897,そばの郷 池田屋,福井県今立郡池田町土合皿尾14-7-1,2021-08-02,E91385773,E9138577358561
0898,麺屋 鶏っぷ,福井県越前市上太田町23-9-11,2021-08-02,E9138498729,E9138498729674
0899,とんとんびょうし 敦賀店,福井県敦賀市木崎14-25,2021-08-02,E913845966,E9138459669844
0901,そば処 食事処 てんつる,福井県坂井市三国町宿3丁目1-34,2021-08-02,E913876242,E9138762479197
0902,ダウンビート,福井県坂井市三国町安島東尋坊64-1-185,2021-08-02,E913876242,E9138761961396
0905,シェ・ピノリ,福井県福井市南四ツ居1丁目913,2021-08-02,E91387365784,E9138736577698
0907,カレーハウス CoCo壱番屋 福井開発店,福井県福井市開発3-316,2021-08-02,E9138736847,E9138736874249
0908,亀蔵,福井県鯖江市東鯖江1-1-3 MM6ビル1F,2021-08-02,E9138732373,E9138732349834
0909,あすわの木,福井県福井市下馬町51-11 福井県立図書館内,2021-08-02,E9138736436,E9138736511464
0910,野平寿司,福井県福井市浅水二日町120-7,2021-08-02,E9138732981,E9138732985113
0911,初味寿司 本店,福井県福井市みのり2-3-12,2021-08-02,E91387364447,E9138736447131
0912,L'ajitto ラジット,福井県福井市高木中央1-2101 プチドラゴン1F,2021-08-02,E9138739123,E9138739123
0913,若桜 さかなやカフェ＆バル さくら,福井県あわら市春宮1-9-37,2021-08-02,E9138763464,E9138763464762
0914,お好み焼き ひろの,福井県大野市陽明町1-303,2021-08-02,E9138813819,E9138813827475
0915,和・伊・酒・場 だんらん,福井県大野市月美町3-10,2021-08-02,E9138813824,E9138813824825
0918,金重,福井県福井市島寺町53-6,2021-08-02,E913873515,E9138735153757
0922,とんとんびょうし 武生店,福井県越前市横市町39-8-3,2021-08-02,E9138498943,E9138498915893
0923,まるきんそば,福井県越前市今宿町1-2-4,2021-08-02,E9138498273,E9138498284611
0925,風の街 わらべ 鯖江店,福井県鯖江市北野町18-8,2021-08-02,E913873255,E9138732559498
0926,喫茶 ぷりぷり,福井県越前市横市町39-8-3 プリンスホテルタケフ内,2021-08-02,E9138498943,E9138498918236
0927,茶蔵,福井県敦賀市木崎51-38-1,2021-08-02,E913845966,E9138459683885
0928,松寿司 総本店,福井県福井市宝永4丁目6-25,2021-08-02,E9138736715,E9138736716499
0930,味・一休,福井県三方郡美浜町久々子80-3,2021-08-02,E913845821,E9138458163269
0931,CHILL CAFE.,福井県敦賀市山泉73-709,2021-08-02,E91384644,E9138467181329
0932,れかん レストラン,福井県敦賀市櫛林25-3-6,2021-08-02,E9138459398,E9138459631283
0934,和食麺処 サガミ 敦賀店,福井県敦賀市木崎21-5,2021-08-02,E913845966,E9138459693821
0935,大久保茶屋,福井県福井市小山谷町34-9,2021-08-02,E9138735681,E9138735691279
0936,炭焼戦隊 あいろんセブン,福井県敦賀市平和町9-13,2021-08-02,E9138459696,E9138467474245
0938,Rose Cafe 風のガーデン,福井県越前市芝原5丁目14-54,2021-08-02,E9138498877,E9138498877682
0939,お食事処 しもむら,福井県大野市新庄15-22-2,2021-08-02,E9138813496,E9138813496761
0940,手打ちうどん 真邑,福井県大野市中保9-12-19,2021-08-02,E9138813838,E9138813837398
0941,まんま屋 季ての,福井県福井市大宮4-14-18 ストリート大宮102,2021-08-02,E9138735967,E9138736773271
0942,だいだい珈琲,福井県福井市栄町14-7,2021-08-02,E9138739181,E9138739157897
0944,ますよね お食事処 まごころ屋,福井県福井市大和田1-101,2021-08-02,E9138739213,E9138739212592
0945,加藤商店,福井県大野市伏石13-5,2021-08-02,E913882181,E9138821818255
0946,うな信,福井県福井市毛矢1丁目7-22,2021-08-02,E91387364743,E9138736471871
0947,MaMaya Kitchen,福井県大野市清和町204,2021-08-02,E9138813825,E9138813828225
0948,Croffle&Tapioka PEARL DOGS CAFE.,福井県福井市大和田2-1230 アピタ福井大和田店 1F シネマ棟,2021-08-02,E9138739219,E9138739219338
0949,やきとり 玄達,福井県福井市日光2丁目13-14,2021-08-02,E9138735952,E9138735951616
0950,ドトールコーヒーショップ アル・プラザ鯖江店,福井県鯖江市下河端町16-16-1,2021-08-02,E9138732654,E9138732647393
0951,イタリアン&手造りパン工房 ボンジョルノ,福井県福井市定正町1315-2,2021-08-02,E9138739421,E9138739412263
0952,麺めん処 聴琴亭,福井県鯖江市下新庄町63-44,2021-08-02,E9138732339,E9138732339524
0954,とんとんりう,福井県小浜市南川町16-21,2021-08-02,E9138443816,E9138443816355
0956,ユトリ珈琲店 武生店,福井県越前市芝原3丁目4-19,2021-08-02,E913849879,E9138498769786
0957,酒呑み処 LIT,福井県敦賀市津内町1-4-21,2021-08-02,E91384677312,E9138467731395
0958,おもちの母屋,福井県今立郡池田町稲荷37-8-1,2021-08-02,E913857756,E9138577591967
0959,ユトリ珈琲店 和田店,福井県福井市和田2丁目101,2021-08-02,E9138736544,E9138736547294
0960,ユトリ珈琲店 アオッサ店,福井県福井市手寄1-4-1 AOSSAビル1F,2021-08-02,E9138736484,E9138736487181
0961,SAURUS KITCHEN（ザウルスキッチン）,福井県勝山市村岡町寺尾51-11 恐竜の森ジオターミナル内,2021-08-02,E913881686,E9138816883922
0963,割烹 よしのり,福井県鯖江市丸山町1-3-13,2021-08-02,E9138732598,E9138732597981
0966, I (あい）,福井県福井市順化2-20-20,2021-08-02,E91387359339,E9138736711844
0967,遊食楽呑 かんきち 武生楽市店,福井県越前市横市28-14-1 武生楽市2F,2021-08-02,E9138498943,E9138498919753
0969,魚南部,福井県勝山市栄町1-3-15,2021-08-02,E91388165799,E9138816813526
0970,麺屋 暁,福井県福井市文京6-35-17,2021-08-02,E9138735955,E9138735966428
0971,TABIYUKI CAFE,福井県坂井市丸岡町西里丸岡10-18 セントラルプラザ1F,2021-08-02,E9138739836,E9138739836467
0972,カレーハウス CoCo壱番屋 福井小浜店,福井県小浜市府中15-26,2021-08-02,E9138443828,E9138443827631
0973,(株) 平成大野屋 はいから茶屋,福井県大野市元町1-2,2021-08-02,E9138813814,E9138813736536
0974,遊亀庵 かめや,福井県越前市東千福町27-37,2021-08-02,E9138498493,E9138498496164
0976,大和,福井県越前市横市町34-14-1 2F 大和,2021-08-02,E9138498943,E9138498918599
0977,８番らーめん 勝山店,福井県勝山市郡町2-7-22,2021-08-02,E9138816852,E9138816851368
0978,筋斗雲チキン ひがしの,福井県小浜市多田12-1,2021-08-02,E913844356,E9138443589813
0987,DUFFTOWN,福井県福井市順化1-10-3 寿々屋第二ビル２F,2021-08-02,E9138736711,E9138736711367
0991,伊食堂 Arancia,福井県福井市順化1-16-20 アパホテル福井片町アネックス1F,2021-08-02,E9138736711,E9138736711574
0995,山奥チョコレート 日和,福井県福井市山奥町58-85-1,2021-08-02,E9138735637,E9138735659148
1004,カレーハウス CoCo壱番屋 武生8号バイパス店,福井県越前市横市町34-5,2021-08-02,E9138498943,E9138498919473
1005,焼肉問屋 たつりき,福井県福井市高木中央3-304,2021-08-02,E9138736799,E9138736799411
1007,別邸 たち太,福井県大飯郡高浜町事代1-37,2021-08-02,E9137663939,E9137663935974
1008,ルテカフェ ベーカリー＆スイーツ アピタ福井大和田店,福井県福井市大和田2丁目1230番地 アピタ福井大和田店2F,2021-08-02,E9138739219,E9138739219338
1010,ホロイムア珈琲,福井県福井市加茂緑苑町609-3,2021-08-02,E91387356489,E9138735649446
1011,ユトリ珈琲店 勝山店,福井県勝山市元町1丁目7-28 勝山サンプラザ1F,2021-08-02,E9138816588,E9138816588348
1013,秋吉 春江店,福井県坂井市春江町江留下高道123,2021-08-02,E91387394199,E9138739442935
1014,和掬び,福井県越前市東千福町7-10 ヴェニュー英々ビル1F,2021-08-02,E9138498493,E9138498493
1015,パティスリー アン・ヴェルヴ,福井県大飯郡高浜町南団地1-2-2,2021-08-02,E9137663697,E9137663697683
1016,丸仙 幾久支店,福井県福井市二の宮3丁目2-14,2021-08-02,E9138736775,E9138736772578
1017,焼肉 風風,福井県坂井市丸岡町朝陽1-310-1,2021-08-02,E91387398629,E9138739865235
1019,寿司・和食 はな蔵,福井県福井市文京6-21-12,2021-08-02,E9138735955,E9138735966428
1021,かに喰亭 ますよね,福井県敦賀市若葉町1-1531,2021-08-02,E9138467441,E9138467441452
1023,一八寿し,福井県福井市若杉4丁目305,2021-08-02,E9138735596,E9138735674414
1024,ひで屋だいにんぐ,福井県小浜市駅前町26-16-16,2021-08-02,E9138443736,E9138443814724
1025,シーフードレストラン オーシャンズ,福井県福井市西開発3-111,2021-08-02,E9138736791,E9138736768795
1026,カラオケ・スナック 白菊,福井県坂井市丸岡町西里丸岡7-12-2,2021-08-02,E9138739836,E9138739839236
1027,グリル ラセール,福井県福井市大宮4-14-18,2021-08-02,E9138735967,E9138736773271
1028,そば処 おばちゃんの店,福井県南条郡南越前町今庄9-13,2021-08-02,E913849533,E9138495382474
1029,Dining・まんまや,福井県小浜市四谷町9-22 PARK101 3F,2021-08-02,E91384438412,E9138443763396
1030,ミスタードーナツ 春江アミショップ,福井県坂井市春江町随応寺16-11,2021-08-02,E9138739445,E9138739448569
1031,ミスタードーナツ ワッセショップ,福井県福井市久喜津町52-11,2021-08-02,E913873555,E9138735583196
1032,フィオレンティーナ,福井県福井市文京5-14-32 文京パセオ1F,2021-08-02,E9138735964,E9138735964427
1034,はなはす温泉 そまやま はす乃家,福井県南条郡南越前町中小屋60-1,2021-08-02,E913849657,E9138496482571
1035,和庵 こころ,福井県越前市高瀬1丁目25-18,2021-08-02,E9138498499,E9138498574414
1036,居酒屋 天狗,福井県あわら市二面3-705,2021-08-02,E913876292,E9138762685498
1037,(株) 越前三国湊海船や,福井県坂井市三国町安島64-1-1,2021-08-02,E913876242,E9138761938976
1039,福そば 陽明店,福井県大野市友江13,2021-08-02,E9138813856,E9138813857268
1040,iL bosco イル・ボスコ,福井県福井市二の宮3-13-23,2021-08-02,E9138736775,E9138735996434
1041,(株) やまに,福井県坂井市三国町安島64-1,2021-08-02,E913876242,E9138761962317
1042,天下一品 福井二の宮店,福井県福井市二の宮2-8-69,2021-08-02,E9138736784,E9138735996434
1044,KOMACHI,福井県福井市順化2-20-1 ランドマークビル5F,2021-08-02,E91387359339,E9138736711766
1046,串蔵 夢GEN,福井県福井市若杉町11-8-1,2021-08-02,E9138735675,E9138735675361
1047,蕎麦屋 十九,福井県福井市二の宮3-23-20,2021-08-02,E9138736775,E9138736774639
1048,道の駅 うみんぴあ大飯,福井県大飯郡おおい町成海1-1-2,2021-08-02,E913844169,E9138441694242
1049,ミスタードーナツ 武生楽市ショップ,福井県越前市横市町28-14-1,2021-08-02,E9138498943,E9138498919743
1050,ミスタードーナツ 小浜ショップ,福井県小浜市遠敷9-501,2021-08-02,E913844391,E9138443599232
1051,ミスタードーナツ 敦賀ショップ,福井県敦賀市木崎17-14,2021-08-02,E913845966,E9138467447782
1052,ミスタードーナツ 福井ベルショップ,福井県福井市花堂南2-16-1,2021-08-02,E9138735399,E9138735399523
1054,焼鳥 とまり木,福井県坂井市丸岡町霞町3-1-5,2021-08-02,E91387399189,E9138739918847
1055,ミスタードーナツ 福井エルパショップ,福井県福井市大和田2丁目1212番地,2021-08-02,E9138739219,E9138739216677
1056,natural kitchen SAL,福井県福井市真木町104-12,2021-08-02,E9138732958,E9138732988969
1058,ダンス夢パブ,福井県坂井市三国町梶10-4,2021-08-02,E913876242,E9138762769848
1059,カラオケ喫茶＆居酒屋 遊歌の駅,福井県丹生郡越前町朝日4-15-1,2021-08-02,E9138731667,E9138731692567
1062,海鮮アトム 花堂ベル店,福井県福井市花堂南2-16-1,2021-08-02,E9138735399,E9138735399523
1063,海鮮アトム 大和田エルパ店,福井県福井市大和田2丁目1212番地,2021-08-02,E9138739219,E9138739216677
1065,海鮮アトム 和田店,福井県福井市和田東2-1102,2021-08-02,E9138736546,E9138736546476
1068,千束そば,福井県敦賀市清水町1-20-8,2021-08-02,E9138467733,E9138467733523
1083,南川荘,福井県大飯郡おおい町名田庄三重52-18-1,2021-08-02,E913841882,E9138418832731
1090,スナック Lan,福井県小浜市小浜広峰87 人見ビル2F,2021-08-02,E91384437623,E91384437623
1097,呑み唄い キララPark,福井県小浜市駅前町3-15 1F,2021-08-02,E9138443736,E9138443738313
1100,華づな,福井県福井市西谷1丁目1201,2021-08-02,E9138735631,E9138735631994
1101,秋吉 大野店,福井県大野市春日3-1-31,2021-08-02,E91388135583,E9138813579344
1119,(株) 南部酒造場（花垣酒蔵BAR）,福井県大野市元町6番9号,2021-08-02,E9138813814,E9138813814524
1123,潮富荘,福井県大飯郡高浜町日引5-3,2021-08-02,E913766641,E9137666411142
1127,木の芽屋,福井県福井市小山谷町33-4-14,2021-08-02,E9138735681,E9138735659834
1128,だるま,福井県小浜市駅前町2-3,2021-08-02,E9138443736,E9138443736725
1130,秋吉 種池店,福井県福井市種池2-712,2021-08-02,E91387356118,E9138735611587
1132,旅館 またべゑ,福井県三方郡美浜町日向47-51,2021-08-02,E913845729,E9138458146778
1135,アプロディール 華双寿,福井県小浜市小浜日吉75,2021-08-02,E91384437374,E9138443737448
1137,たにでの店 日本海さかな街店,福井県敦賀市若葉町1-1531,2021-08-02,E9138467441,E9138467441452
1143,喰楽酒場 えにしや,福井県福井市渕4-2807,2021-08-02,E9138735563,E9138735563441
1146,日本料理 いたや,福井県坂井市三国町新保45-1-1,2021-08-02,E913876242,E9138762188746
1152,民宿 萬谷,福井県三方郡美浜町日向47-14,2021-08-02,E913845729,E9138458148341
1154,カレーハウス CoCo壱番屋 福井つくし野店,福井県福井市石盛町914,2021-08-02,E9138739188,E9138739178395
1158,カフェ ふたば,福井県福井市二の宮3-36-13,2021-08-02,E9138736775,E9138736777231
1159,珈琲館,福井県福井市大町2-1009 フローデンハイツ102,2021-08-02,E9138736176,E9138736413427
1160,スナック 荘苑,福井県小浜市駅前町8-20,2021-08-02,E9138443736,E9138443739222
1161,入舟,福井県三方郡美浜町日向47-46,2021-08-02,E913845729,E9138458149128
1163,スキージャム勝山 バーベキューガーデン,福井県勝山市170-70,2021-08-02,E91388247,E9138824752143
1166,魚民 武生駅前店,福井県越前市府中1-11-2 アル・プラザ武生1F,2021-08-02,E9138498824,E9138498824917
1167,阿さひ旅館,福井県大野市錦町5-12,2021-08-02,E9138813815,E9138813815823
1170,マルケーボート,福井県大飯郡高浜町 若狭和田ビーチ,2021-08-02,E913844173,E913844173
1174,徳兵衛,福井県勝山市郡町3-101,2021-08-02,E9138816843,E9138816851516
1177,スナック 匠,福井県小浜市清滝86-2,2021-08-02,E91384437629,E9138443765328
1178,魚北野,福井県越前市住吉町9-23,2021-08-02,E91384988212,E9138498587787
1179,若杉末広亭,福井県小浜市大手町8-5,2021-08-02,E9138443739,E9138443763554
1180,個室居酒屋 ぼんた 本店,福井県福井市二の宮2丁目8番75号,2021-08-02,E9138736784,E9138736785118
1181,旬彩肉焼居酒屋 ぼんた,福井県福井市大和田2丁目401,2021-08-02,E9138739219,E9138739216471
1188,四季彩の宿 花椿,福井県小浜市小浜白鳥72-1,2021-08-02,E9138443729,E9138443729385
1189,ホテル アーバンポート,福井県小浜市小浜白鳥72-1,2021-08-02,E9138443729,E9138443729385
1190,Lounge Salon,福井県福井市順化2-20-2 エルミオーレビル2F,2021-08-02,E91387359339,E9138736711768
1195,浪路旅館,福井県三方郡美浜町久々子47-38,2021-08-02,E913845821,E9138458242173
1196,ニシムラカフェ 春江店,福井県坂井市春江町随応寺25-1 ハーツはるえ,2021-08-02,E9138739445,E9138739457411
1197,あわら北潟温泉 hanaゆらり,福井県あわら市北潟211,2021-08-02,E9138763377,E9138766129355
1204,MODERN GIRL,福井県福井市順化2-12-19 プラチナビル4F402,2021-08-02,E91387359339,E91387359339
1207,秋吉 勝山店,福井県勝山市本町1-3-6,2021-08-02,E91388165796,E9138816587186
1208,勝山ニューホテル,福井県勝山市片瀬町2-114,2021-08-02,E9138816648,E9138816566863
1209,びっくりドンキー 福井開発店,福井県福井市西開発2-101-3,2021-08-02,E9138736768,E9138736766754
1210,秋吉 橋南店,福井県福井市みのり2-3-15,2021-08-02,E91387364447,E9138736444767
1219,Lounge SAYA,福井県福井市順化1-17-5,2021-08-02,E9138736711,E9138736711846
1225,J’ADORE,福井県福井市順化2-13-1,2021-08-02,E91387359339,E9138736711495
1227,GRACE グレイス,福井県小浜市小浜酒井1-63 村上ビル1F,2021-08-02,E91384437386,E9138443738652
1231,料亭 丹巖洞,福井県福井市加茂河原1丁目5-12,2021-08-02,E9138735687,E9138735684756
1233,Luce,福井県福井市順化2-13-14 コパビル2F,2021-08-02,E91387359339,E91387359339
1237,紅鈴蘭,福井県福井市福町1-2705,2021-08-02,E9138735568,E9138735569515
1238,イタリア料理 LINO,福井県坂井市丸岡町霞町1-23,2021-08-02,E91387399173,E9138739918114
1247,Soin,福井県福井市高木2-112-3,2021-08-02,E9138739122,E9138739126151
1248,イタリア料理店 Grosso,福井県福井市西谷2-2709,2021-08-02,E9138735623,E9138735625294
1249,ふぐ料理 五作荘,福井県大飯郡高浜町和田131-16-1,2021-08-02,E913844173,E9138441738678
1250,kitchen Giocatore,福井県越前市高瀬2-3-3,2021-08-02,E91384987333,E9138498811432
1252,salon de 紅,福井県福井市順化2丁目20-14 ワコーKプラザビル1F,2021-08-02,E91387359339,E91387359339
1253,ワインと熟成牛タン 刻 ～Toki～,福井県福井市若杉1-2921 エリジオン若杉101,2021-08-02,E9138735674,E9138735674245
1256,Refrein,福井県福井市順化2-20-1 ランドマーク3F,2021-08-02,E91387359339,E9138736711766
1261,蕎麦屋 竹もり,福井県敦賀市野神26-4-11,2021-08-02,E9138467454,E9138467445352
1262,寿司 魚新,福井県あわら市舟津48-19-5,2021-08-02,E9138762911,E9138762678424
1263,おおい町情報交差点 ぽーたる,福井県大飯郡おおい町本郷153-26-1,2021-08-02,E913844165,E9138441684448
1264,スナック みどり,福井県大野市弥生町7-20 サミットビル パート2,2021-08-02,E9138813813,E9138813813
1269,居酒屋 桃太郎,福井県坂井市丸岡町一本田27-12-14,2021-08-02,E9138739834,E9138739831681
1270,８番らーめん 大野店,福井県大野市陽明町3-607,2021-08-02,E9138813851,E9138813851565
1282,カラオケ 鶯,福井県勝山市遅羽町ほうき52-1,2021-08-02,E913881627,E9138816279635
1286,29BAR million,福井県小浜市小浜竜田20-2,2021-08-02,E91384437381,E9138443738552
1288,かつ昇,福井県坂井市坂井町蔵垣内32-19-10,2021-08-02,E913876311,E9138739779745
1289,若竹食堂,福井県越前市深草2-2-11,2021-08-02,E9138498817,E9138498817244
1291,ＭiMi,福井県福井市毛矢3-2-2,2021-08-02,E91387356937,E9138735693989
1293,いろは,福井県越前市粟田部町31-19,2021-08-02,E9138499768,E9138499769935
1294,マクドナルド 春江店,福井県坂井市春江町随応寺23-10-1,2021-08-02,E9138739445,E9138739449272
1295,ファストフード 和洋菓子 あかお,福井県小浜市駅前町6-38,2021-08-02,E9138443736,E9138443736795
1297,ダイニングカラオケ 東煬（トウヨウ）,福井県敦賀市神楽町1丁目1-11,2021-08-02,E91384677328,E9138467732882
1298,スナック きゃっつ愛,福井県小浜市小浜住吉28 吉田ビル1F,2021-08-02,E91384437375,E9138443737284
1300,中華 寿楽,福井県福井市文京3-14-1 明春コーポ105,2021-08-02,E9138735966,E9138736744756
1304,プラス1,福井県福井市みのり4-12-6,2021-08-02,E9138735664,E9138735664664
1309,料理・仕出し おなが,福井県福井市半田町4-32,2021-08-02,E913873377,E9138736112743
1312,茶屋 希舟,福井県小浜市小浜貴船68-2,2021-08-02,E91384437267,E9138443726754
1317,うたごえ喫茶 ふれあい 大野店,福井県大野市中挾1-1407,2021-08-02,E91388138298,E9138813825696
1318,うたごえ喫茶 ふれあい 丸岡店,福井県坂井市丸岡町東洋2-92,2021-08-02,,E9138739915525
1319,野坂鮮魚店,福井県福井市石盛2丁目2005,2021-08-02,E9138739188,E9138739197722
1321,中村商店,福井県小浜市水取1-5-6,2021-08-02,E91384438479,E9138443848759
1322,与平寿司,福井県坂井市三国町神明2-1-20,2021-08-02,E913876242,E9138762458591
1326,コーヒーハウス ホームズ,福井県福井市河増町21-60-3,2021-08-02,E9138736588,E9138736588425
1328,kitchen＆Bar OPEN UP,福井県大野市元町2-16,2021-08-02,E9138813814,E9138813736395
1329,すなっく きみchan,福井県小浜市小浜清滝92,2021-08-02,E91384437629,E9138443765339
1331,魚きん 野呂魚店,福井県大野市木本58-23,2021-08-02,E913857988,E9138813262382
1336,カラオケ喫茶 ニューアマーレ,福井県福井市下江守町4-10-2,2021-08-02,E9138735534,E9138735533575
1337,ティラウンジ 亜茶,福井県大野市国時町1012,2021-08-02,E9138813585,E9138813586191
1338,コーヒーハウス COCO,福井県福井市みのり4-6-7,2021-08-02,E9138735664,E9138735664734
1339,長兵衛,福井県勝山市片瀬町2-515,2021-08-02,E9138816648,E9138816647486
1340,魚処 定吉,福井県敦賀市蓬莱町17-25 2F,2021-08-02,E9138467737,E9138467726835
1342,カフェ＆ランチ 室,福井県勝山市立川町1-16-16,2021-08-02,E91388165813,E9138816581272
1353,しゃぶしゃぶ温野菜 敦賀店,福井県敦賀市若葉町1-1555,2021-08-02,E9138467441,E9138459663639
1361,きざき旅館,福井県小浜市塩竈60,2021-08-02,E91384437616,E9138443762448
1362,スキージャム勝山 ウインドブレイク,福井県勝山市170-70,2021-08-02,E91388247,E9138824752143
1363,スキージャム勝山 伊炉里,福井県勝山市170-70,2021-08-02,E91388247,E9138824752143
1364,スキージャム勝山 グランドカフェ,福井県勝山市170-70,2021-08-02,E91388247,E9138824752143
1368,Vecchietta,福井県福井市加茂河原1-4-5,2021-08-02,E9138735687,E9138735684877
1372,楓,福井県勝山市鹿谷町発坂11-37,2021-08-02,E9138816715,E9138816718139
1381,じゅうじゅうカルビ 福井南店,福井県福井市江守中1丁目1810,2021-08-02,E9138735379,E9138735613258
1383,トマトアンドオニオン 敦賀木崎店,福井県敦賀市木崎12号,2021-08-02,E913845966,E9138459669624
1384,トマトアンドオニオン 小浜店,福井県小浜市和久里11号石塔前22,2021-08-02,E9138443821,E9138443821397
1385,トマトアンドオニオン 三国イーザ店,福井県坂井市三国町三国東5-1-20,2021-08-02,E913876242,E9138762541414
1386,トマトアンドオニオン 高木店,福井県福井市高木中央2-3410,2021-08-02,E9138739132,E9138736797977
